Location,Name,Rating,Address,Phone Number,Num Reviews,Num Photos,Price Range Per Person (CAD),Cuisine Type 1,Cuisine Type 2,Cuisine Type 3,Cuisine Type 4,Cuisine Type 5,Cuisine Type 6,Cuisine Type 7,Cuisine Type 8
Richmond,Ichigo Ichie Ramen,2.9,"11060 No 5 Rd #150, Richmond, BC V7A 4E7, Richmond",+16042755200,22,31,10.0,Ramen,,,,,,,
Richmond,Koryo Korean Barbeque,3.6,"Richmond Centre, Food Court, 6551 Number 3 Road, Richmond V6Y 2B5",+16042858432,30,25,12.5,Fast Food,Korean,Asian,,,,,
Richmond,Double East Cuisine,3.4,"190-4200 Number 3 Road, Richmond V6X 2C2",+16042762716,16,23,17.5,Chinese,Cantonese,Asian,,,,,
Richmond,Bubble Waffle Cafe,2.9,"Lansdowne Centre, Food Court, 1025-5300 Number 3 Road, Richmond",+16042842444,18,30,10.0,Fast Food,Hong Kong Style,Chinese,,,,,
Richmond,Estea Express,2.8,"Aberdeen Centre, 3130-4151 Hazelbridge Way, Richmond V6X 4J7",+16042491079,35,9,10.0,Bubble Tea,Asian,Beverages,,,,,
Richmond,Sulmida Dessert Cafe,2.9,"Pricesmart, Vancouver, Richmond",+16042852718,15,18,7.5,Desserts,Korean,,,,,,
Richmond,Milk Cow Cafe,3.1,"105-5668 Hollybridge Way, Richmond, Metro Vancouver, Central Richmond, Richmond, Richmond V7C 4N3",+16042387561,21,6,10.0,Cafe,Desserts,,,,,,
Richmond,Tasty Kitchen,3.1,"Union Square, 1226-8338 Capstan Way, Richmond V6X",+16042788898,16,23,15.0,Chinese,Cantonese,Asian,,,,,
Richmond,The Cake Workshop,3.8,"Pacific Plaza Food Court, Level 2, 8888 Odlin Crescent, Richmond V6X 3Z8",+16047833688,13,17,7.5,Bakery,Chinese,Asian,,,,,
Richmond,Tim Hortons,3.3,"4151 #3 Road, Richmond V6Y1N3",+16042702241,31,26,10.0,Fast Food,Cafe,,,,,,
Richmond,Dolar Shop,3.6,"Lansdowne Centre, 720-5300, Number 3 Road, Richmond, BC V6X 2C7, Canada, Richmond",+16043707077,19,48,15.0,Asian Fusion,Chinese,,,,,,
Richmond,Peaches Cafe,2.9,"8580 Alexandra Road, Richmond V6X4B3",+16042853311,13,36,15.0,Chinese,,,,,,,
Richmond,Juice King,3.5,"Yaohan Centre, Food Court, 3700 Number 3 Road, Richmond V6X",+16043706969,27,15,10.0,Bubble Tea,Asian,Beverages,,,,,
Richmond,Burger King,2.9,"8575 Sea Island Way, Richmond V6X1S1",+16042472510,24,84,10.0,Burger,Fast Food,,,,,,
Richmond,Happy Lemon,3.2,"105 6011 No.3 Road, Richmond, Richmond V6Y 2B2",+16042852825,18,19,7.5,Cafe,Bubble Tea,Juices,,,,,
Richmond,Golden Rice Bowl,3.6,"Yaohan Centre, Food Court, 3700 Number 3 Road, Richmond V6X",+16042448082,24,15,12.5,Fast Food,Cantonese,Chinese,,,,,
Richmond,Curry Express,3.8,"Lansdowne Centre, Food Court, 1045-5300 Number 3 Road, Richmond V6X2X9",+16042700302,29,5,10.0,Fast Food,Indian,,,,,,
Richmond,Estea Cafe,2.7,"Aberdeen Square, 135-4000 Number 3 Road, Richmond",+16042786638,9,31,12.5,Cafe,,,,,,,
Richmond,CoCo Fresh Tea & Juice Richmond,3.1,"8100 No 2 Road, Suite 140, Richmond V7C 5J9",+16044479090,18,5,5.0,Bubble Tea,,,,,,,
Richmond,Choi House Special Chicken,3.3,"Empire Centre, Food Court, 1175-4540 Number 3 Road, Richmond V6X4E8",+16047827899,13,15,12.5,Fast Food,Cantonese,Chinese,,,,,
Richmond,Little Bean Tea Station,3.0,"Yaohan Centre, 3700 Number 3 Road, Richmond V6X",+16042787113,29,8,7.5,Bubble Tea,Beverages,,,,,,
Richmond,Miss Lina Crêpe Cakes,2.7,"1200-8580 Alexandra Road, Richmond, Metro Vancouver, Richmond",+16043705110,5,5,10.0,Bakery,,,,,,,
Richmond,Bourbon Street Grill,3.7,"Richmond Centre, Food Court, 6551 Number 3 Road, Richmond V6Y",+16042708589,20,30,12.5,Fast Food,BBQ,,,,,,
Richmond,Mango Yummy,3.1,"8328 Capstan Way, Suite 1108, Richmond,, Richmond V6X 4B6",+16042859916,16,16,7.5,Desserts,Bubble Tea,Beverages,,,,,
Richmond,Wang Shun Ge,3.6,"Olympia Centre, 165-8400 Alexandra Road, Richmond, Richmond V6X 1C3",+16044475588,11,14,17.5,Chinese,Asian,,,,,,
Richmond,Rainbow Cafe,2.8,"Parker Place, 1505-4380 Number 3 Road, Richmond V6X4E8",+16042760888,21,9,7.5,Chinese,Hong Kong Style,,,,,,
Richmond,Fresh Elements,3.1,"Yaohan Centre, Food Court, 1105-3700 Number 3 Road, Richmond V6X 2C1",+16042845382,18,15,7.5,Bubble Tea,Beverages,,,,,,
Richmond,Macau Cafe,3.0,"Parker Place, Food Court, 1385-4380 Number 3 Road, Richmond V6X 3V7",+16043030029,14,26,12.5,Fast Food,Chinese,Asian,,,,,
Richmond,Tak Fook Noodle and Congee Shop,3.8,"Parker Place, Food Court, 1232-4380 Number 3 Road, Richmond V6X 4E8",+16042310893,14,6,12.5,Fast Food,Cantonese,Chinese,Asian,,,,
Richmond,Dragon Group Seafood Restaurant,2.8,"150-4751 Garden City Road, Richmond V6X 3M7",+16042781233,14,74,,Asian,Dim Sum,Seafood,,,,,
Richmond,Captain Wa,3.0,"Richmond Public Market, Level 2, 2460-8260 Westminster Highway, Richmond V6X1A7",+16042148162,16,15,10.0,Fast Food,Chinese,Asian,,,,,
Richmond,Cantonese BBQ Restaurant,2.7,"1438-8388 Capstan Way, Richmond V6X 4A7",+16042784998,16,28,20.0,Cantonese,Chinese,Asian,,,,,
Richmond,Haidilao Hotpot,3.6,"5890 No 3 Rd #200, Richmond, Richmond",+16043706665,15,7,10.0,Continental,,,,,,,
Richmond,Take Five Cafe,3.3,"Richmond Centre, 9Z-6551 Number 3 Road, Richmond V6Y2B5",+16042329020,19,26,10.0,Cafe,,,,,,,
Richmond,Pine House Bread & Cake Shop,3.6,"Parker Place, 1060-4380 Number 3 Road, Richmond V6X4E8",+16042149863,14,23,7.5,Bakery,Chinese,Asian,,,,,
Richmond,Tofu Hotpot,2.9,"Aberdeen Centre, Food Court, 3090-4151 Hazelbridge Way, Richmond",+17788588186,19,8,12.5,Fast Food,Taiwanese,Chinese,Asian,,,,
Richmond,Shen Yang Kabob,2.2,"8328 Capstan Way, Richmond",+16042852262,4,19,17.5,Chinese,Asian,,,,,,
Richmond,Pepper Lunch,3.2,"1625-5791  Mcclelland Road, Richmond V6X 0M5",+16043701222,14,21,12.5,Japanese,Asian,,,,,,
Richmond,Sun Century,3.9,"Yaohan Centre, Food Court, 1080-3700 Number 3 Road, Richmond V6X",+16042780838,10,16,12.5,Chinese,Cantonese,,,,,,
Richmond,Thai Express,3.1,"Richmond Centre, Food Court, 6551 Number 3 Road, Richmond V6Y2C1",+16042708323,21,15,10.0,Fast Food,Thai,Asian,,,,,
Richmond,Wo Fung Noodle House,3.3,"8088 Park Road, Richmond, BC V6Y 2C4, Richmond",+16043703638,13,26,10.0,Fast Food,Chinese,,,,,,
Richmond,Aji Hana Japanese Eatery & Udon,3.1,"Aberdeen Centre, Food Court, 3050-4151 Hazelbridge Way, Richmond V6X",+16044476622,15,13,12.5,Fast Food,Sushi,Japanese,Asian,,,,
Richmond,Countryside Chinese Noodle Restaurant,3.3,"108-8571 Alexandra Road, Richmond V6X 1C3",+16047736568,11,16,12.5,Chinese,Asian,,,,,,
Richmond,Guang Dong Flavor Fast Food,3.1,"Richmond Public Market, Level 2, Food Court, 2430-8260 Westminster Highway, Richmond V6X1A7",+16042784078,10,23,10.0,Fast Food,Chinese,Asian,,,,,
Richmond,Bubble Waffle Cafe,3.0,"Ironwood Plaza, 1030-11660 Steveston Highway, Richmond V7A 1N6",+16042844433,12,23,7.5,Cafe,Chinese,,,,,,
Richmond,Chongqing Noodle House,2.7,"3779 Sexsmith Road, Richmond V6X 1J8",+16042852926,9,13,5.0,Chinese,,,,,,,
Richmond,Shake Shake Tea,3.0,"4600-3 Road, Suite 131, Richmond V6X",Not available for this place,9,14,,Asian,,,,,,,
Richmond,Gong Cha,3.5,"130 - 6068 No. 3 Road, Richmond, Richmond V6Y 2B3",+16042852208,10,3,7.5,Cafe,Tea,,,,,,
Richmond,Ryuu Japanese Kitchen,2.8,"McArthur Glen Designer Outlets, 1000-7899 Templeton Station Road, Richmond",+16042488989,14,15,20.0,Sushi,Japanese,,,,,,
Richmond,Chongqing Family Food,3.9,"Richmond Public Market, Second Floor, Food Court, 2410-8260 Westminster Highway, Richmond V6X",+17788923368,18,7,10.0,Fast Food,Chinese,Asian,,,,,
Richmond,Tea Monarch,,"175-6971 Elmbridge Way, Metro Vancouver, Richmond V7C 0A5",+16042858663,2,0,7.5,Cafe,Taiwanese,Bubble Tea,,,,,
Richmond,Szechuan House,3.1,"Aberdeen Centre, Food Court, 3080-4151 Hazelbridge Way, Richmond",+16044316283,15,11,10.0,Fast Food,Sichuan,Chinese,Asian,,,,
Richmond,Chun Hing,3.4,"Yaohan Centre, Food Court, 1040-3700 Number 3 Road, Richmond V6X",+16042783055,12,19,12.5,Fast Food,Chinese,,,,,,
Richmond,Agape Coffee,3.4,"President Plaza, 8181 Cambie Road, Richmond V6X3X9",+16043036555,14,8,12.5,Cafe,,,,,,,
Richmond,Blenz Coffee,3.4,"60-8100 Ackroyd Road, Richmond V6X",+16042470600,21,20,10.0,Cafe,Coffee and Tea,,,,,,
Richmond,Pak Tak Chui Chow,3.3,"Yaohan Centre, Food Court, 1050-3700 Number 3 Road, Richmond V6X 2C1",+16042319096,12,13,12.5,Fast Food,Cantonese,Chinese,Asian,,,,
Richmond,Joy G,2.2,"2110 - 8391 Alexandra Road, Richmond, Richmond V6X",+16047276856,18,7,10.0,Bubble Tea,Beverages,Chinese,Asian,,,,
Richmond,Waves Coffee,2.7,"London Plaza, 180-5951 Number 3 Road, Richmond V6X2E3",+16042739283,18,21,10.0,Cafe,,,,,,,
Richmond,New York Fries,2.9,"Richmond Centre, Food Court, 6551 Number 3 Road, Richmond V6Y2B5",+16043700470,16,13,7.5,Fast Food,American,,,,,,
Richmond,Coffee Versante,2.6,"8280 Lansdowne Road, Suite 110, Richmond, Richmond V6X",+16042708832,4,25,7.5,Coffee and Tea,,,,,,,
Richmond,Fresh Restaurant & Lounge,2.7,"Radisson Hotel, 8181 Cambie Road, Richmond V6X3X9",+16042798303,14,14,22.5,Pacific Northwest,,,,,,,
Richmond,Fuggles and Warlock,3.6,"11220 Horseshoe Way, Richmond V7A 5H7",+17788938582,10,23,,Bar Food,,,,,,,
Richmond,JiangHu Taiwanese Pot and Wok Cuisines,3.8,"7911 Alderbridge Way Unit 100 Richmond, BC V6X 2A4, Richmond",+16042071388,7,12,15.0,Taiwanese,,,,,,,
Richmond,Lu Charcoal Grill,3.0,"6340 Number 3 Road Suite 9, Richmond V6Y 2B3",+16042853399,5,24,12.5,Chinese,,,,,,,
Richmond,Tin Tin Kitchen,2.9,"Parker Place, Food Court 1395-4380 Number 3 Road, Richmond V6X4E8",+16042731319,17,7,10.0,Fast Food,Hong Kong Style,Chinese,,,,,
Richmond,Grill King,3.3,"Lansdowne Centre, Food Court, 1050-5300 Number 3 Road, Richmond V6X 2X9",+16042702858,13,5,12.5,Fast Food,Korean,BBQ,Asian,,,,
Richmond,Vina Vietnamese,3.5,"Richmond Centre, Food Court, 6551 Number 3 Road, Richmond V6Y2B5",+16048212959,19,21,12.5,Vietnamese,Asian,Fast Food,,,,,
Richmond,V's Malay & Thai Food,3.5,"Richmond Public Market, Level 2, Food Court, 2100-8260 Westminster Highway, Richmond V6X",+16047795505,9,19,10.0,Fast Food,Malaysian,Thai,,,,,
Richmond,Datang BBQ Express,3.7,"Yaohan Centre, Food Court, 1090-3700 Number 3 Road, Richmond V6X",+16042319673,13,9,10.0,Fast Food,Cantonese,Chinese,Asian,,,,
Richmond,Curve - River Rock Casino Resort,3.2,"River Rock Casino Resort, 8811 River Road, Richmond V6X 3P8",+16042731895,18,11,35.0,Bar Food,,,,,,,
Richmond,Edo Japan,3.3,"Richmond Centre, Food Court, 6551 Number 3 Road, Richmond V6Y2B5",+16042769011,17,5,12.5,Fast Food,Sushi,Japanese,Asian,,,,
Richmond,Z&Y Shanghai Cuisine,3.1,"4711 Mcclelland Road, Unit 1010, Richmond, Richmond V6X 1C3",+17783898777,9,30,12.5,Chinese,Seafood,,,,,,
Richmond,Wonder Wok,3.8,"Richmond Public Market, Second Floor, Food Court, 2375-8260 Westminster Highway, Richmond V6X1A7",Not available for this place,9,21,10.0,Fast Food,Chinese,Asian,,,,,
Richmond,Good Food,3.2,"Parker Place, Food Court, 1055-4380 Number 3 Road, Richmond V6X2C4",+16042310510,15,2,12.5,Fast Food,Hong Kong Style,Chinese,,,,,
Richmond,Pizza Express,3.5,"Golden Plaza, 108-8531 Alexandra Road, Richmond V6X1C3",+16042709999,12,12,12.5,Pizza,Fast Food,,,,,,
Richmond,Sushi Aria,3.2,"150-9040 Blundell Road, Richmond, Richmond V6Y 1K4",+16042852742,12,43,12.5,Japanese,Sushi,,,,,,
Richmond,Your Dessert,2.9,"Admiralty Centre, Food Court, 2103-8700 McKim Way, Richmond V6X",+16042149938,11,8,12.5,Desserts,Asian,,,,,,
Richmond,Cheng Du Xiao Chi,3.2,"150-4160 Number 3 Road, Richmond",+16042786609,6,13,17.5,Chinese,Sichuan,Asian,,,,,
Richmond,Lu Ming Chun,2.9,"Yaohan Centre, Food Court, 1100-3700 Number 3 Road, Richmond",+16048210828,9,7,10.0,Fast Food,Northern Chinese,Chinese,,,,,
Richmond,Jugo Juice,2.4,"Richmond Centre, Food Court, 6551 Number 3 Road, Richmond V6Y2B5",+16042709956,17,25,10.0,Juices,Beverages,Fast Food,,,,,
Richmond,Polytaste Curry Kitchen,3.3,"Admiralty Centre, Food Court, 2108-8700 McKim Way, Richmond V6X3Z7",+16043386770,8,6,12.5,Fast Food,Chinese,Asian,,,,,
Richmond,Kam Ho Noodle Express,3.7,"2083 - 8700 Mckim Way Richmond, BC, Richmond, Metro Vancouver, Richmond",+17789548898,5,15,,Chinese,,,,,,,
Richmond,Thai Way Express,2.0,"Lansdowne Centre, Food Court, 1055-5300 Number 3 Road, Richmond",+16042789696,14,4,12.5,Fast Food,Thai,Asian,,,,,
Richmond,OPA!,3.0,"Richmond Centre, Food Court, 6551 Number 3 Road, Richmond V6Y2B5",+16042760044,11,12,10.0,Fast Food,Greek,,,,,,
Richmond,Breadilicious,3.3,"Aberdeen Square, 140-4000 Number 3 Road, Richmond V6X 0J8",+16042824831,15,6,5.0,Bakery,,,,,,,
Richmond,Geng Shi Ji,,"1211-8338 Capstan Way, Richmond, Richmond",+16043706899,3,13,30.0,Chinese,,,,,,,
Richmond,Wildleaf,2.9,"Aberdeen Centre, Food Court, 4151 Hazelbridge Way, Richmond",+16042859922,4,19,10.0,Vietnamese,,,,,,,
Richmond,Home BBQ,,"150-8291 Ackroyd Road, Richmond",+16042490868,3,7,12.5,Asian,,,,,,,
Richmond,Kung Pao Wok,3.2,"Richmond Centre, Food Court, 6551 Number 3 Road, Richmond V6Y2B5",+16042768871,11,3,10.0,Fast Food,Chinese,Asian,,,,,
Richmond,A&W,2.6,"Richmond Centre, Food Court, 6551 Number 3 Road, Richmond V6Y2B5",+16042701968,15,4,10.0,Fast Food,,,,,,,
Richmond,Big Orange,3.1,"Richmond Centre, 2261-6060 Minoru Boulevard, Richmond V6Y4A7",+16043043651,13,5,5.0,Bubble Tea,Beverages,Fast Food,,,,,
Richmond,Villa Vietnamese,2.9,"Lansdowne Centre, Food Court, 1015-5300 Number 3 Road, Richmond V6X 2C7",Not available for this place,9,11,12.5,Fast Food,Vietnamese,Asian,,,,,
Richmond,C Wok Restaurant,3.0,"138-8131 Westminster Highway, Metro Vancouver, Richmond",+16042859318,5,22,15.0,Chinese,,,,,,,
Richmond,Lamb Hotpot,,"3379 Sexsmith Road Suite 1103, Richmond, Richmond V6X 2H6",+16042858058,2,10,,Chinese,,,,,,,
Richmond,Co'M Vietnamese,3.5,"120-7688, Alderbridge Way, Central Richmond, Richmond",+16042852654,5,10,17.5,Vietnamese,,,,,,,
Richmond,Mr Black,3.0,"2790-4151 Hazelbridge Way Richmond, Richmond",+16042956612,6,15,30.0,Japanese,,,,,,,
Richmond,Afghan Chopan Bakery & Diner,3.3,"8260 Westminster Highway, Richmond V6X 3Y2",+16042736505,9,14,12.5,Afghan,,,,,,,
Richmond,Lee Chong Asian Foods,3.0,"Richmond Public Market, Second Floor, Food Court, 2450-8260 Westminster Highway, Richmond V6X1A7",+16042783648,9,7,7.5,Fast Food,Chinese,Asian,,,,,
Richmond,Wang Ji,2.7,"9100 Blundell Road, Suite 470, Richmond V6Y 3X9",+16042852252,6,12,,Chinese,,,,,,,
Richmond,Happy Together Fast Food,3.7,"Admiralty Centre, Food Court, 2178-8700 McKim Way, Richmond V6X3Z7",+16042782336,7,3,12.5,Fast Food,Chinese,Asian,,,,,
Richmond,Mezz Cafe and Lounge,3.4,"13100 Mitchell Road, Richmond V6V 1M8",+16043434818,8,10,15.0,Bar Food,,,,,,,
Richmond,Golden Coin,3.0,"6151 Westminster Highway, Richmond V7C1C6",+16042702732,9,2,15.0,Canadian,Chinese,Asian,,,,,
Richmond,Pearl Castle,3.1,"3779 Sexsmith Rd #1128, Richmond, BC V6X 3Z9, Richmond",+16042790177,8,7,10.0,Cafe,,,,,,,
Richmond,Shogun Akita,3.1,"Lansdowne Centre, Food Court, 1020-5300 Number 3 Road, Richmond V6X",+16042783354,10,7,12.5,Fast Food,Sushi,Japanese,Asian,,,,
Richmond,KFC,2.6,"Richmond Centre, Food Court, 6551 Number 3 Road, Richmond V6Y1N3",+16042701151,11,6,10.0,Fast Food,,,,,,,
Richmond,Freshslice Pizza,3.6,"8010 Saba Rd  #120, Richmond V6Y4E2",+17782976030,11,12,10.0,Pizza,Fast Food,,,,,,
Richmond,Seorae Korean Restaurant,,"115-5668 Hollybridge Way, Central Richmond, Richmond, Richmond",+16043705668,1,10,17.5,Korean,,,,,,,
Richmond,Jack Frost,3.1,"6916 No 3 Rd, Richmond, BC, Richmond",+16042859333,7,4,22.5,Cafe,,,,,,,
Richmond,Romilano Pizza,3.6,"4000 No 3 Road Suite 130, Richmond,, Richmond V6X 0J8",+16042852244,10,16,10.0,Pizza,,,,,,,
Richmond,Gourmet Cup Beverage Station,3.3,"Lansdowne Centre, 5300 Number 3 Road, Richmond V6X",+16042703877,8,7,10.0,Cafe,,,,,,,
Richmond,Starbucks,3.2,"Richmond Centre, Food Court, 6551 Number 3 Road, Richmond V6Y2C1",+16042330511,12,18,10.0,Cafe,,,,,,,
Richmond,McDonald's,2.6,"8191 Alderbridge Way, Richmond V6X3L4",+16047181088,9,14,10.0,Fast Food,,,,,,,
Richmond,Sichuan Kungfu Fish 麻省理功深海烤鱼,3.5,"2788-4151, Hazelbridge Way, Richmond, BC V6X 0A4, Canada, Richmond",+17789191238,4,13,15.0,Chinese,,,,,,,
Richmond,Japadog,2.8,"1000-7899 Templeton Station Road, Richmond V7B 0B7",Not available for this place,6,13,10.0,Japanese,,,,,,,
Richmond,Subway,3.1,"Garden City Shopping Centre, 150-9100 Blundell Road, Richmond V6Y2N9",+16042447170,10,15,12.5,Fast Food,,,,,,,
Richmond,Red Lantern,3.6,"President Plaza, Food Court, 2265-8181 Cambie Road, Richmond V6X 3X9",+17788298009,6,4,12.5,Fast Food,Northern Chinese,Chinese,Asian,,,,
Richmond,Nando's,3.3,"4711 Mcclelland Rd, Unit 1005, Central at Garden City, Central Richmond, Richmond, Richmond V6X 2K5",+16042448004,7,7,12.5,Portuguese,,,,,,,
Richmond,Fook Po Tong,3.8,"Yaohan Centre, Food Court, 1065-3700 Number 3 Road, Richmond V6X",+16042783345,5,9,12.5,Chinese,Asian,Desserts,,,,,
Richmond,Wang Ji Restaurant Cafe,2.8,"9100 Blundell Road, Suite 470, Richmond V6Y 3X9",+16042852252,8,15,15.0,Asian,,,,,,,
Richmond,Sharetea,3.2,"1033-8300 Capstan Way, Richmond, BC V6X 4B7, Richmond",+16042851777,8,2,12.5,Cafe,Coffee and Tea,,,,,,
Richmond,Round Table Pizza,3.7,"160-8780 Blundell Road Richmond, BC, Canada, Richmond V6Y 1K1 5J8",+1604275-4325,9,7,12.5,Pizza,,,,,,,
Richmond,Worldwide Café - Four Points by Sheraton,3.3,"Four Points By Sheraton, 8368 Alexandra Road, Richmond V6X",+16042073028,9,4,30.0,Canadian,,,,,,,
Richmond,Happy Day Cafe,3.1,"1450-4771 Mcclelland Road, Central Richmond, Richmond",+16042733308,6,6,22.5,Hong Kong Style,,,,,,,
Richmond,Snack King Eatery,,"Pacific Plaza Food Court, Level 2, 8888 Odlin Crescent, Richmond V6X",+16043624442,3,10,10.0,Fast Food,Taiwanese,Asian,,,,,
Richmond,Origo Club,,"6888 River Rd #110, Richmond",+116042858889,3,2,22.5,French,,,,,,,
Richmond,Orange Julius,3.2,"Richmond Centre, 1448-6551 Number 3 Road, Richmond V6Y2B5",+16042733016,9,3,7.5,Fast Food,Juices,Beverages,,,,,
Richmond,Parker Good Foods,2.4,"Parker Place, Food Court, 1105-4380 Number 3 Road, Richmond V6X 3V7",+16048211897,6,1,12.5,Chinese,Asian,,,,,,
Richmond,Hong Kong Cafeteria,3.2,"Richmond Public Market, Second Floor, Food Court, 8260 Westminster Highway, Richmond V6X1A7",+17787131143,9,5,10.0,Fast Food,Hong Kong Style,Chinese,Asian,,,,
Richmond,Jimmy the Greek,3.5,"Lansdowne Centre, Food Court, 1030-5300 Number 3 Road, Richmond V6X 2X9",+16043043665,8,5,10.0,Greek,Fast Food,,,,,,
Richmond,Caffe Artigiano,2.4,"1082-7899 Templeton Station Road, Richmond V7B 0B7",+16042783175,4,4,,Coffee and Tea,,,,,,,
Richmond,Triple O's - River Rock Casino Resort,2.7,"River Rock Casino Resort, Food Court, 8811 River Road, Richmond V6X 3P8",+16042478900,7,14,12.5,Fast Food,,,,,,,
Richmond,Mui Kee Chicken Pot,3.3,"1120-8391 Alexandra Road, Richmond, BC V6X 3W5, Richmond",+16043704833,4,4,10.0,Chinese,,,,,,,
Richmond,Blackball Taiwanese Dessert,,"8300 Capstan Way Unit 1061, Central Richmond, Richmond, Richmond",Not available for this place,3,6,,Desserts,Beverages,Taiwanese,,,,,
Richmond,Nando's,2.9,"Unit 1005, Central at Garden City, 4711 Mcclelland Road, Richmond V6X 0M5",+16042448004,4,1,15.0,African,Portuguese,,,,,,
Richmond,Greenday Vegetarian,,"Pacific Plaza Food Court, Level 2, 2160-8888 Odlin Crescent, Richmond",+17788636923,3,9,10.0,Chinese,,,,,,,
Richmond,Want Want Hot & Spicy House,,"Yaohan Centre, Food Court, 1080-3700 Number 3 Road, Richmond V6X 2C1",+17782971776,2,5,10.0,Fast Food,Sichuan,Chinese,Asian,,,,
Richmond,DAAN Korean Cuisine Restaurant,,"125 - 9040 Blundell Road, Richmond, BC V6Y 2N6, Richmond",+116043037076,2,14,17.5,Korean,,,,,,,
Richmond,BLOCK 18 Cart Noodle,,"8400 Alexandra Road, Suite 190, Richmond, BC V6X 1C3, Richmond",+16043702863,3,5,10.0,Ramen,,,,,,,
Richmond,Beard Papa's Sweet Cafe,,"5951 No 3 Road, Suite 100, Richmond, Richmond V6X 2E3",+17782977339,3,7,,Desserts,,,,,,,
Richmond,iTofu,3.2,"125 - 4940 No.3 Road, Richmond, BC V6X 3A5, Richmond",+12368886618,4,2,,Japanese,,,,,,,
Richmond,Kingwuu,,"145-4200 Number 3 Road, Richmond",+16042761776,3,2,5.0,Chinese,Asian,,,,,,
Richmond,The Fish Man,,"1170-8391 Alexandra Road, Central Richmond, Richmond, Richmond",+1(6042845393,2,2,17.5,Seafood,Chinese,,,,,,
Richmond,50 Hong Kong Style Continental Deli,,"Empire Centre, Food Court, 1350-4540 Number 3 Road, Richmond V6X",Not available for this place,3,5,12.5,Fast Food,Hong Kong Style,Chinese,,,,,
Richmond,Mala 1Pot,,"2130-8391 Alexandra Road, Richmond, BC, Richmond",+16042850789,1,4,12.5,Chinese,Seafood,,,,,,
Richmond,MY Coffee,,"Lansdowne Centre, Food Court, 924-5300 Number 3 Road, Richmond V6X 2X9",+17782977004,3,3,10.0,Cafe,,,,,,,
Richmond,C&M Kitchen,,"Admiralty Centre, Food Court, 2083-8700 McKim Way, Richmond V6X 3Z7",+17783196789,3,4,12.5,Fast Food,Cantonese,Chinese,Asian,,,,
Richmond,Spicy Master Fine Food Kitchen,,"Richmond Public Market, Level 2, 2429-8260 Westminster Highway, Richmond",+16042858989,1,8,15.0,Fast Food,Chinese,,,,,,
Richmond,T&T Supermarket,,"135 5511 Hollybridge Way, Metro Vancouver, Richmond V7C 0C3",+16043038633,2,3,10.0,Chinese,Japanese,Bakery,,,,,
Richmond,Dairy Queen Grill & Chill,,"8980 number 3 Road Unit 105, Richmond V6Y 2E8",+16042789188,1,3,12.5,Ice Cream,Burger,,,,,,
Richmond,Xian Noodle Restaurant,3.3,"170-4351 No 3 Rd, Richmond, Richmond",+17786544566,4,4,10.0,Northern Chinese,,,,,,,
Richmond,Exposure Social house,,"4600 No. 3 Road, Unit 131, Richmond, Richmond",+17786806808,3,1,7.5,Bubble Tea,,,,,,,
Richmond,Sisters Kitchen,,"Richmond Public Market, Level 2, 2350-8260 Westminster Highway, Richmond",+17788924833,2,3,10.0,Fast Food,Chinese,,,,,,
Richmond,Royce' Chocolate,,"6551 No 3 Road, Metro Vancouver, Richmond V6Y 2B6",+16042840094,1,0,,Desserts,,,,,,,
Richmond,Gourmet Korean,,"Aberdeen Centre, Inside H Mart, 4151 Hazelbridge Way, Richmond",+16042330496,2,3,12.5,Korean,Asian,,,,,,
Richmond,1029 Cafe,,"9231 Beckwith Road, Richmond",+16042791029,1,3,20.0,Chinese,,,,,,,
Richmond,White Spot,,"12800 Bridgeport Road, Unit 120, Richmond, Richmond V6V 0B4",+16042700375,2,7,12.5,Canadian,,,,,,,
Richmond,River Chinese Cuisine,,"6091 No 3 Rd, Richmond, BC V6Y 2B1, Richmond",+16042958189,3,12,5.0,Chinese,,,,,,,
Richmond,Luck's Gourmet,3.4,"Admiralty Centre, Food Court, 2088-8700 McKim Way, Richmond",+17782971300,4,1,12.5,Fast Food,Chinese,Asian,,,,,
Richmond,Davood's Bistro,,"120 - 12420, 1 Road, Richmond, Richmond",+16042772687,1,3,12.5,Cafe,,,,,,,
Richmond,Share Tea,,"6111 No 3 Road, Central Richmond, Richmond, Richmond",+16042389731,3,1,7.5,Bubble Tea,,,,,,,
Richmond,Yuan’s Chuan Chuan Xiang 袁记串串香温哥华店,,"Aberdeen Centre, 4151 Hazelbridge Way #2792, #2F, Richmond, BC V6X 4J7, Richmond",+16042859266,3,1,12.5,Chinese,,,,,,,
Richmond,First Choice Cafe,3.4,"Empire Centre, Food Court, 1150-4540 Number 3 Road, Richmond V6X4E8",+16048211486,4,3,10.0,Fast Food,Chinese,,,,,,
Richmond,Goodbowl,,"1630, 4791 Mcclelland Road, Richmond, BC V6X 0M5, Richmond",+16042440766,3,6,17.5,Mongolian,,,,,,,
